measured log solubility in mols per litre,molecules
-1.74,Cc1ccc(S(N)(=O)=O)cc1
-4.15,CC(C)(C)Cc1ccccc1
-5.931,O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
-5.64,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
-2.016,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
-1.077,O=c1[nH]cc(F)c(=O)[nH]1
-3.84,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1
-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
-1.8,O=[N+]([O-])c1ccccc1
-3.796,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
-3.33,N#Cc1cc(Br)c(O)c(Br)c1
-3.76,Cc1ccccc1C(C)C
-2.77,Cc1ccc(C)cc1
-2.06,C1=CCC=CC1
-5.736000000000001,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
-2.38,N#Cc1ccccc1C#N
-3.18,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
-2.82,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
-3.0,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
-3.19,Cc1ccc(Br)cc1
-4.8,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
-2.21,Oc1cc(Cl)c(Cl)cc1Cl
-5.24,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
-5.35,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
-1.877,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
-3.4,Cc1cc(C)cc(C)c1
-1.33,c1ccsc1
-2.37,Nc1ccc([N+](=O)[O-])cc1
-1.97,Fc1ccc(F)cc1
-3.05,Clc1ccccc1Cl
-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
-2.19,O=[N+]([O-])c1ccc(C=NO)o1
-3.38,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
-4.56,Brc1ccc(I)cc1
-3.55,Clc1cccc(I)c1
-5.184,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-4.06,CCNc1nc(Cl)nc(N(CC)CC)n1
-1.66,Nc1ccc(Cl)cc1
-6.68,c1ccc2c(c1)Cc1c-2ccc2ccccc12
-2.92,O=[N+]([O-])c1ccc(Cl)cc1
-2.39,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
-3.43,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
-3.5380000000000003,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
-3.96,c1ccc(Oc2ccccc2)cc1
-4.907,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
-5.24,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O
-3.2,Cc1cccc(C)c1C
-2.617,C#CC(C)OC(=O)Nc1cccc(Cl)c1
0.715,Cc1cc(=O)n(-c2ccccc2)n1C
-5.507000000000001,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
-2.593,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
-2.48,CC(C)N(C(=O)CCl)c1ccccc1
-4.47,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
-2.296,O=c1[nH]cnc2nc[nH]c12
-3.7,Cc1cccc2ccccc12
-4.95,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
-3.43,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F
-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1
-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1
-0.17,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
-4.37,c1ccc2c(c1)CCCC2
-2.35,CCOC(=O)c1ccc(O)cc1
-2.21,Cc1ccccc1N
-1.7080000000000002,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
-4.4,CCCCOC(=O)c1ccccc1C(=O)OCCCC
-4.099,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
-3.504,c1ccc(Nc2ccccc2)cc1
-1.79,Oc1c(Cl)cccc1Cl
-1.8,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
-2.53,CC1CCC(C(C)C)C(O)C1
-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
-2.35,CCOc1ccc(NC(C)=O)cc1
-8.057,c1ccc2c(c1)ccc1c3ccccc3ccc21
-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
-6.876,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
-4.15,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
-4.5760000000000005,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1
-1.6,CN(C)C(=O)Nc1ccccc1
-3.796,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
-4.89,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
-2.92,c1ccc(NNc2ccccc2)cc1
-2.67,Oc1ccc(Cl)c(Cl)c1Cl
-2.22,Oc1cccc2ccccc12
-3.05,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
-4.805,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
-1.34,Nc1ccc(S(N)(=O)=O)cc1
-2.4,CCC1(CC)C(=O)NC(=O)NC1=O
-5.6,Brc1cc(Br)cc(Br)c1
-4.03,Clc1ccc(I)cc1
-1.04,c1ccc2c(c1)CCN2
-3.09,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
-1.899,COC1=C(OC)C2C(=O)OCC2C=C1
-2.28,Oc1ccc2ccccc2c1
-2.3,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
-3.0210000000000004,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
-2.22,Cc1ccc(C(C)C)c(O)c1
-4.5,Brc1ccc(Br)c(Br)c1
-5.66,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
0.07,NNc1ccccc1
-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
-3.66,CC(C)(C)c1ccccc1
-5.41,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O
-7.01,Cc1c(C)c2c3ccccc3ccc2c2ccccc12
-4.42,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
-3.09,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
-3.664,COc1c2occc2cc2ccc(=O)oc12
-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
-2.34,Oc1c(Cl)cc(Cl)cc1Cl
-4.29,Cc1cc(C)c2ccccc2c1
-1.06,Oc1ccccc1Cl
-1.4880000000000002,O=c1cc[nH]c(=O)[nH]1
-6.35,c1ccc2cc3ccccc3cc2c1
-2.44,Cc1cccc([N+](=O)[O-])c1
-2.616,CCOC(=O)c1ccc(N)cc1
-2.32,CCOC(=O)c1ccccc1
-5.37,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-3.11,CCc1ccc(C)cc1
-4.63,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-2.46,COc1ccccc1Cl
-2.05,CNC(=O)Oc1ccccc1OC(C)C
-3.8,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F
-3.54,Brc1cccc(Br)c1
-2.676,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
-1.94,Cc1ccc2ccc(C)nc2c1
-7.87,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21
-0.17,Oc1ccc(O)cc1
-3.1,O=[N+]([O-])c1ccccc1[N+](=O)[O-]
-3.168,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
-0.72,Nc1ccccc1O
-5.4,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1
-4.553999999999999,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21
-5.85,Cc1cccc2c1ccc1ccccc12
-1.03,CC(=O)Nc1ccc(O)cc1
-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
-4.114,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21
-1.55,Oc1ccc(Cl)cc1Cl
-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1
-4.634,CCN1c2ncccc2C(=S)N(C)c2cccnc21
-2.253,CSc1nnc(C(C)(C)C)c(=O)n1N
-4.07,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
-4.47,CC1CCC(C)CC1
-3.22,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
-4.55,Ic1cccc2ccccc12
-2.322,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
-2.41,COc1ccc([N+](=O)[O-])cc1
-4.097,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
-2.77,CCc1ccccc1
-3.6,c1ccc2ccccc2c1
-4.925,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-0.7,Oc1ccc(Cl)cc1
-7.15,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
-2.7,Fc1ccccc1Br
-1.25,O=C1NC(=O)C(=O)C(=O)N1
-3.499,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
0.38,Cc1cccnc1C
-1.21,Cc1ccc(N)cc1
-3.952,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
-4.3,CC1CCCCC1C
-1.33,CC(=O)Nc1ccccc1
-5.752000000000001,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
-6.98,Brc1cc(Br)c(Br)cc1Br
-1.803,CNC(=O)Oc1ccccc1
-1.09,Oc1ccc(Br)cc1
-3.19,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-3.927,CN(C)C(=O)SCCCCOc1ccccc1
1.02,Oc1ccccn1
-1.6,c1ccc(C2CO2)cc1
-7.278,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
-2.68,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
0.35,OC1C(O)C(O)C(O)C(O)C1O
-0.46,COC(=O)c1cccnc1
-1.25,Oc1ccc(Cl)c(Cl)c1
-1.24,COC(=O)c1cc(O)c(O)c(O)c1
-2.82,Cc1cccc(C)c1
-2.16,Oc1ccc2ncccc2c1
-4.16,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
-3.4930000000000003,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
-2.42,Cc1c[nH]c2ccccc12
-0.4,O=C1NC(=O)C(=O)N1
-1.19,Cc1ccc(O)c(C)c1
-0.6,O=C1CCCCC1
-3.5,Brc1ccccc1Br
-5.21,CCCCCCc1ccccc1
-2.49,Cc1ccc([N+](=O)[O-])cc1
-1.29,OC1CCCCCCC1
-3.817,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
-5.68,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-3.67,c1ccc2nc3ccccc3cc2c1
-3.63,Clc1ccc(Br)cc1
-6.2,Nc1cc2c3ccccc3ccc2c2ccccc12
-4.62,c1ccc(CCc2ccccc2)cc1
-3.79,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
-1.83,CCNC(=O)C(C)OC(=O)Nc1ccccc1
-3.88,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-0.624,Cc1c(N)c(=O)n(-c2ccccc2)n1C
-3.685,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
-3.571,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
-4.571000000000001,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
-2.523,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
-4.873,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
-2.84,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21
-3.01,Ic1ccccc1
-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
-2.09,CCSCc1ccccc1OC(=O)NC
-2.32,CC1(C)C2CCC1(C)C(O)C2
-4.64,CCCCCc1ccccc1
-1.82,NC(=O)c1ccccc1O
-1.22,Cc1ncc([N+](=O)[O-])n1CCO
-1.24,CCCCCCO
-0.466,Cc1ncnc2nccnc12
-1.32,ClCCBr
-8.334,CCCCCCCCCCCCCCCCCCCCCCCCCC
-5.84,CCCCCCCCCCCCCCO
-2.73,C=CC(C)C
-7.42,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
-1.47,CCCCC(O)CC
-2.16,c1ccc2[nH]ncc2c1
-3.01,C#CCCCCC
-2.34,ICI
-2.24,CCCCc1c(C)nc(N(C)C)nc1O
-0.85,CCC(O)(CC)CC
-4.43,CCCCCCCBr
-2.18,ClCC(Cl)(Cl)Cl
-3.73,C=CCCCCC
-1.89,CCCCCOC(C)=O
-1.0,CI
-1.36,CC
-4.65,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
-1.36,CCCC(=O)OCC
-2.09,C=CCC=C
0.15,CCOC=O
-0.4,CC(C)(C)CO
-2.37,CCCCBr
-2.8,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-3.74,CCCC(C)C
-2.0,CC(Cl)(Cl)Cl
-0.8540000000000001,Cc1cnc2cncnc2n1
-0.04,CCOC(C)=O
-1.98,CCCCCC(O)CC
-3.04,FC(F)(Cl)C(F)(Cl)Cl
-2.18,CCCCS
0.7,OCC(O)C(O)CO
-1.44,CSSC
-3.12,O=C(c1ccccc1)c1ccccc1
-3.46,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
-0.19,CCCC(C)=O
-7.0,CCCCCCCCCCCCCCCCO
-5.08,CCCCCC(C)C
-2.68,C=CCCC
-6.56,Clc1ccc(-c2ccc(Cl)cc2)cc1
-1.72,CCCCCC(C)(C)O
-1.34,CCCOC(C)C
-1.6,CCI
-3.81,CCCCCCBr
-0.82,CCOC(=O)CC(=O)OCC
-1.59,CC(C)Br
-0.49,CCCC(C)(C)O
-1.807,CCCC(C)(COC(N)=O)COC(N)=O
-7.96,CCCCCCCCCCCCCC
-6.25,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
-2.337,CCC1(c2ccccc2)CCC(=O)NC1=O
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
-1.94,CCC
-1.3,CC(C)C(=O)C(C)C
-0.89,ClCBr
-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
-3.18,CCC(C)C
-0.74,CC(=O)CC(C)C
-3.65,CC(C)C(C)C
-1.08,C=CC
-0.29,CCCC(C)O
-1.81,CCCCCCCO
-2.56,CC1=C(C(=O)Nc2ccccc2)CCCO1
-0.7,CCC(O)C(C)C
-1.09,CCBr
-0.79,CBr
-0.41,C#CC
-1.155,Nc1cc[nH]c(=O)n1
0.32,NC(N)=S
-0.6,CCCCCO
-1.62,ClCCCCl
-4.11,CCOP(=S)(OCC)SCSCC
-4.69,CCCCCCCCCC(=O)OC
-3.408,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
-1.716,CCN(CC)C(=O)CSc1ccc(Cl)nn1
-2.94,CCCCCCCCCC(C)O
0.32,CC=CC=O
-2.03,CCCCCl
-3.42,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
-5.21,Clc1cccc(Cl)c1-c1ccccc1
-1.11,COc1ncnc2nccnc12
-1.06,ClCCCl
-4.53,CCCCCCC
0.47,CCC(C)O
-8.172,CCCCCCCCCCCCCCCCCCCC
-6.01,Clc1cccc(-c2cc(Cl)ccc2Cl)c1
-4.74,CC(C)CC(C)(C)C
-0.6,CC(=O)OCC(COC(C)=O)OC(C)=O
-1.995,COP(=S)(OC)SCC(=O)N(C)C=O
-11.6,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-2.09,CC(C)I
-1.6,CC(Cl)CCl
-7.32,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1
-5.27,Clc1ccccc1-c1ccccc1Cl
-8.4,CCCCCCCCCCCCCCCC
-1.48,ClCC(Cl)Cl
-4.1,CCCCCCCCCC(=O)OCC
-1.71,FC(F)(F)C(Cl)Br
-2.58,CCCCCCCC(C)=O
-0.77,CCOCCOCC
-0.12,CC(=O)C(C)C
-3.9,CN(C)C(=S)SSC(=S)N(C)C
-6.57,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1
-1.01,CC(C)COC=O
-1.17,BrCBr
-4.92,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
-1.08,CCCCC(C)(C)O
-2.24,CC(C)SC(C)C
-1.22,CC(C)C(O)C(C)C
-0.55,CC(=O)OC(C)C
-0.99,CCCCOC
-4.2860000000000005,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
-2.09,CCCCCCC(C)O
-3.68,CCC(C)CC
-1.99,CCC#CCC
-1.92,CC(=O)OCCC(C)C
-4.0,CCCCCCCCl
0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC
-0.83,CCCC(=O)CC
-0.47,CCC(C)CO
-0.8,CCC[N+](=O)[O-]
-2.39,CCCCCCCCO
-3.48,Oc1ccc(-c2ccccc2)cc1
-1.4580000000000002,Cc1c[nH]c(=O)nc1N
-0.29,N#CCCCl
-4.314,COc1ccc2ccc(=O)oc2c1CC=C(C)C
-0.63,CC(C)OC=O
-1.139,COc1cnc2ncncc2n1
-2.06,CC(C)=CCCC(C)=CC=O
-6.726,c1ccc2c(c1)c1ccccc1c1ccccc21
-0.72,CCCOC(C)=O
-5.88,CCCCCCCCC
-3.55,CCC(C)(C)C
-2.36,CC(=O)Nc1nnc(S(N)(=O)=O)s1
-2.54,C/C=C\CC
1.1,CCO
1.34,CNN
-3.18,CCCCC
-6.39,Clc1ccc(-c2ccccc2)cc1Cl
-1.94,C=CCC
-4.88,Clc1cccc(-c2ccccc2)c1
-2.0,CC(C)CCl
-0.22,CC[N+](=O)[O-]
-1.87,C=CC=C
-0.4,O=C1CNC(=O)N1
-5.28,Clc1ccc(-c2ccccc2Cl)cc1
-0.18,CC(C)C(C)O
-0.85,C=COCC
-1.54,ClC(Cl)Br
-3.37,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
-1.87,CCCCCC(=O)OC
-7.39,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
-3.66,C#CCCCCCC
-0.51,CC(C)CCO
-2.35,CCCCCC(=O)OCC
-0.63,ClCCl
-2.07,Cc1cccc2sc3nncn3c12
-1.73,CCCBr
-2.05,CCCCCCC(C)=O
-1.75,C=CCl
-4.24,C#CCCCCCCC
1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC
-2.7,Nc1ccc(-c2ccc(N)cc2)cc1
-4.81,CCCCCCCI
-0.9,C
-2.42,CCSSCC
-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl
-4.755,CCOP(=S)(OCC)SCSC(C)(C)C
-2.74,CCCCCCC(=O)OCC
-7.82,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-2.73,C=C(C)CC
-2.54,ClC(Cl)=C(Cl)Cl
-3.68,CCSC(=O)N(CC(C)C)CC(C)C
0.06,OCC(O)C(O)C(O)C(O)CO
-2.9,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
-7.39,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl
-1.17,CCC(CC)CO
-7.66,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-0.67,CCC(C)C(C)=O
-3.39,C=C(Cl)CSC(=S)N(CC)CC
-1.64,C=C(Cl)Cl
-8.6,Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
-2.57,CCCC
-2.29,CCCI
0.1,CC(C)CO
-0.14,CCC(=O)OC
0.94,CN(C)C(=O)N(C)C
-1.92,CCCC(=O)OC
-2.25,CCCCC(=O)OCC
-4.71,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
-7.25,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1
-4.23,CCC(C)(C)CC
-3.08,CCCCCBr
-3.39,CCCCCCCC(=O)OCC
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
-1.64,C#CCCC
-1.45,CCCCCC(C)=O
-8.4,CCCCCCCCCCCCCCCCCCO
0.43,CCOP(=O)(OCC)OCC
-5.06,CCCCCCCCBr
0.58,CCC=O
-2.31,ClC(Cl)(Cl)Cl
0.43,CC(C)O
-1.41,CC(C)Cl
0.29,C#C
-0.45,CSC
-1.62,CNC(=O)ON=C(CSC)C(C)(C)C
-4.36,CCCC(C)(C)C
-4.28,CCC(C)C(C)C
-0.66,CCOC(=O)CC
-3.38,CCCCCCCCC(=O)OC
-2.56,CC=C(C)C
-2.68,CCC(Br)(CC)C(=O)NC(N)=O
-4.54,Clc1ccccc1-c1ccccc1
-1.62,CCCOCCC
-1.3,CCCC(=O)CCC
-0.91,COc1cnc2cncnc2n1
-0.02,NC(=O)CCl
-0.6,CCS
-1.24,C#CCC
-5.282,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O
-2.46,CC(C)=CCC/C(C)=C\CO
-0.41,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
1.1,c1cncnc1
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1
1.12,OCC(O)CO
-0.092,N#CCCl
-0.667,NC(=O)c1cnccn1
-1.68,BrCCBr
-1.52,CCCC(C)(C)CO
-3.091,CCSCCSP(=S)(OC)OC
-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
-6.35,CCCCCCCCCCCCCCCO
-0.8,CC(C)CC(C)O
0.15,C=CC#N
-4.44,C=CCCCCCC
-7.92,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
-0.12,Cc1ncc2nccnc2n1
-0.42,CCCCOCCO
-6.29,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
-1.11,CCCC(C)CO
0.26,C[N+](=O)[O-]
-5.05,C=CCCCCCCC
-5.05,CC(C)CCC(C)(C)C
0.02,c1cnc2ncncc2n1
-1.17,ClC(Cl)Cl
1.57,CO
-0.24,CCC(O)CC
-1.1,CC(C)OC(C)C
-1.57,CNC(=O)Oc1ccccc1C1OCCO1
-2.03,C=CC(=C)C
-0.01,CCCC=O
-5.4,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
-6.47,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1
-0.39,CCCOC
-2.6,ClC(Cl)C(Cl)(Cl)Cl
-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
-5.14,CCCCSP(=O)(SCCCC)SCCCC
1.11,CC(=O)N(C)C
-8.01,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-4.345,c1ccc(-c2ccccc2)cc1
-0.49,CCCOC=O
-1.6,NC(=O)NC1NC(=O)NC1=O
-1.14,CC(C)CCCO
0.54,COP(=O)(NC(C)=O)SC
-0.72,CC(=O)C(C)(C)C
-7.43,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1
-0.15,C=CCCCO
-2.74,CCCCCCCC(C)O
-1.21,CC(=O)OCC(C)C
0.96,NC(N)=O
0.58,COC=O
-4.23,CCOP(=S)(OCC)SCCSCC
-1.34,CCSCC
-1.3,CCCCCC=O
-0.85,CCCCC=O
-4.735,CCOC(=O)c1cncn1C(C)c1ccccc1
-2.33,C=C(C)C
0.26,CC#N
-1.3,Cl/C=C\Cl
-2.58,CCCCC(=O)CCCC
-5.51,C=CCCCCCCCC
-3.53,CCCCN(CC)C(=O)SCCC
-2.73,CCCCCCl
-3.84,CCCCCC
-0.59,C=CC(O)CCC
-4.376,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-6.29,Clc1ccc(-c2cccc(Cl)c2Cl)cc1
0.28,CCC#N
-4.8,CCCCCCCCCCCCO
-0.31,N#CN=C(N)N
-3.3,CCCCCCCCC(C)=O
-2.46,CCCC=C(C=O)CC
-3.51,C1CCCCCC1
-7.32,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1
0.32,C/C=C/C=O
-0.36,CCC(C)(O)CC
-3.17,CCCCCCCC(=O)OC
-2.68,C=CCCC=C
-4.88,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
-0.8,CCCCC(C)=O
-3.8,CCCCCCCCC(=O)OCC
-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
-1.74,ClC(Cl)C(Cl)Cl
-2.55,CC(C)C
0.523,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC
-0.22,C=CC(=O)OC
-0.62,CC(C)[N+](=O)[O-]
0.46,COC(C)=O
1.58,CC(N)=O
-3.69,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O
-2.36,C#CCCCC
0.15,CCC(C)(C)O
-0.89,CCCCC(C)O
-3.12,CCCCCCCl
0.48,COCOC
-2.11,CCCCC(CC)CO
-3.14,BrC(Br)(Br)Br
-0.92,CC(C)CC(C)(C)O
